audio_id,audio_path,romanized_transcript,bilingual_transcript,duration,sample_rate,processed_audio_path
audio_249,..\data\raw_audio\audio_249.wav,Tyo seminar join garna mandatory xa.,त्यो seminar join गर्न mandatory छ।,4.24,16000,..\data\processed_audio\audio_249.wav
audio_25,..\data\raw_audio\audio_25.wav,Please call me after your class.,Please call me after your class.,2.1,16000,..\data\processed_audio\audio_25.wav
audio_250,..\data\raw_audio\audio_250.wav,Maile chai tyo bug fix gare finally.,मैले चाहिँ त्यो bug fix गरे finally।,4.31,16000,..\data\processed_audio\audio_250.wav
audio_251,..\data\raw_audio\audio_251.wav,Mero internet recharge garnu parxa.,मेरो internet recharge गर्नु पर्छ।,4.1,16000,..\data\processed_audio\audio_251.wav
audio_252,..\data\raw_audio\audio_252.wav,Please attach the file in email.,Please attach the file in email.,3.77,16000,..\data\processed_audio\audio_252.wav
audio_253,..\data\raw_audio\audio_253.wav,Tyo lecture note clear cha.,त्यो lecture note clear छ।,3.62,16000,..\data\processed_audio\audio_253.wav
audio_254,..\data\raw_audio\audio_254.wav,Maile chai tyo mail reply gareko xu.,मैले चाहिँ त्यो mail reply गरेको छु।,4.64,16000,..\data\processed_audio\audio_254.wav
audio_255,..\data\raw_audio\audio_255.wav,Tyo error troubleshoot garna parxa.,त्यो error troubleshoot गर्न पर्छ।,4.28,16000,..\data\processed_audio\audio_255.wav
audio_256,..\data\raw_audio\audio_256.wav,Let's start our group project soon.,Let's start our group project soon.,4.33,16000,..\data\processed_audio\audio_256.wav
audio_257,..\data\raw_audio\audio_257.wav,Mero assignment ko plagiarism high xa.,मेरो assignment को plagiarism high छ।,5.24,16000,..\data\processed_audio\audio_257.wav
audio_258,..\data\raw_audio\audio_258.wav,Please ask sir once about this.,Please ask sir once about this.,3.81,16000,..\data\processed_audio\audio_258.wav
audio_259,..\data\raw_audio\audio_259.wav,Tyo app ko update available xa.,त्यो app को update available छ।,4.01,16000,..\data\processed_audio\audio_259.wav
audio_26,..\data\raw_audio\audio_26.wav,Kati ramro weather xa aja.,कति राम्रो weather छ आज।,1.55,16000,..\data\processed_audio\audio_26.wav
audio_260,..\data\raw_audio\audio_260.wav,Maile chai kal tyo class attend gare.,मैले चाहिँ हिजो त्यो class attend गरे।,4.47,16000,..\data\processed_audio\audio_260.wav
audio_261,..\data\raw_audio\audio_261.wav,Tyo function use garna easy xa.,त्यो function use गर्न easy छ।,3.37,16000,..\data\processed_audio\audio_261.wav
audio_262,..\data\raw_audio\audio_262.wav,Please send the attendance link.,Please send the attendance link.,3.52,16000,..\data\processed_audio\audio_262.wav
audio_263,..\data\raw_audio\audio_263.wav,Mero video upload huna time lagxa.,मेरो video upload हुन time लाग्छ।,3.81,16000,..\data\processed_audio\audio_263.wav
audio_264,..\data\raw_audio\audio_264.wav,Let's create the database schema today.,Let's create the database schema today.,4.14,16000,..\data\processed_audio\audio_264.wav
audio_265,..\data\raw_audio\audio_265.wav,Maile chai code commit gare github ma.,मैले चाहिँ code commit गरे github मा।,4.38,16000,..\data\processed_audio\audio_265.wav
audio_266,..\data\raw_audio\audio_266.wav,Tyo teacher le concept ramro sanga bujhaune hunxa.,त्यो teacher ले concept राम्रो संग बुझाउने हुन्छ।,5.04,16000,..\data\processed_audio\audio_266.wav
audio_267,..\data\raw_audio\audio_267.wav,Please wait for your turn.,Please wait for your turn.,3.4,16000,..\data\processed_audio\audio_267.wav
audio_268,..\data\raw_audio\audio_268.wav,Mero bike ko servicing date aayo.,मेरो bike को servicing date आयो।,3.85,16000,..\data\processed_audio\audio_268.wav
audio_269,..\data\raw_audio\audio_269.wav,Tyo topic revise garna parxa.,त्यो topic revise गर्न पर्छ।,3.42,16000,..\data\processed_audio\audio_269.wav
audio_27,..\data\raw_audio\audio_27.wav,Mero net slow vairaixa aaja.,मेरो net slow भइरहेको छ आज।,1.89,16000,..\data\processed_audio\audio_27.wav
audio_270,..\data\raw_audio\audio_270.wav,Maile chai form fill gare already.,मैले चाहिँ form fill गरे already।,4.14,16000,..\data\processed_audio\audio_270.wav
audio_271,..\data\raw_audio\audio_271.wav,Tyo image crop garera pathaunu.,त्यो image crop गरेर पठाउनु।,4.05,16000,..\data\processed_audio\audio_271.wav
audio_272,..\data\raw_audio\audio_272.wav,Please rename the folder properly.,Please rename the folder properly.,3.77,16000,..\data\processed_audio\audio_272.wav
audio_273,..\data\raw_audio\audio_273.wav,Mero presentation bholi submit garna parxa.,मेरो presentation भोलि submit गर्न पर्छ।,4.62,16000,..\data\processed_audio\audio_273.wav
audio_274,..\data\raw_audio\audio_274.wav,Let's divide the work equally.,Let's divide the work equally.,3.26,16000,..\data\processed_audio\audio_274.wav
audio_275,..\data\raw_audio\audio_275.wav,Maile chai tyo software install gare.,मैले चाहिँ त्यो software install गरे।,4.0,16000,..\data\processed_audio\audio_275.wav
audio_276,..\data\raw_audio\audio_276.wav,Mero net off vayo.,मेरो net off भयो।,2.56,16000,..\data\processed_audio\audio_276.wav
audio_277,..\data\raw_audio\audio_277.wav,Please check the grammar once.,Please check the grammar once.,3.37,16000,..\data\processed_audio\audio_277.wav
audio_278,..\data\raw_audio\audio_278.wav,Tyo video upload gardai xu ma.,त्यो video upload गर्दै छु म।,3.85,16000,..\data\processed_audio\audio_278.wav
audio_279,..\data\raw_audio\audio_279.wav,Maile chai tyo project idea finalize gare.,मैले चाहिँ त्यो project idea finalize गरे।,5.29,16000,..\data\processed_audio\audio_279.wav
audio_28,..\data\raw_audio\audio_28.wav,Tyo teacher ko teaching style dherai ramro xa.,त्यो teacher को teaching style धेरै राम्रो छ।,2.56,16000,..\data\processed_audio\audio_28.wav
audio_280,..\data\raw_audio\audio_280.wav,Tyo teacher ko pronunciation clear xa.,त्यो teacher को pronunciation clear छ।,4.54,16000,..\data\processed_audio\audio_280.wav
audio_281,..\data\raw_audio\audio_281.wav,Let's prepare for upcoming test.,Let's prepare for upcoming test.,3.52,16000,..\data\processed_audio\audio_281.wav
audio_282,..\data\raw_audio\audio_282.wav,Mero laptop ko battery khattam vayo.,मेरो laptop को battery खत्तम भयो।,4.33,16000,..\data\processed_audio\audio_282.wav
audio_283,..\data\raw_audio\audio_283.wav,Please delete the old files.,Please delete the old files.,3.81,16000,..\data\processed_audio\audio_283.wav
audio_284,..\data\raw_audio\audio_284.wav,Tyo code logic alik tricky xa.,त्यो code logic अलिक tricky छ।,4.01,16000,..\data\processed_audio\audio_284.wav
audio_285,..\data\raw_audio\audio_285.wav,Maile chai tyo topic padheko xu last week.,मैले चाहिँ त्यो topic पढेको छु last week।,5.2,16000,..\data\processed_audio\audio_285.wav
audio_286,..\data\raw_audio\audio_286.wav,Tyo function output expected jasto xa.,त्यो function output expected जस्तो छ।,4.26,16000,..\data\processed_audio\audio_286.wav
audio_287,..\data\raw_audio\audio_287.wav,Please finish the task by evening.,Please finish the task by evening.,3.74,16000,..\data\processed_audio\audio_287.wav
audio_288,..\data\raw_audio\audio_288.wav,Mero phone charge cha ki nai?,मेरो phone charge छ कि छैन?,3.62,16000,..\data\processed_audio\audio_288.wav
audio_289,..\data\raw_audio\audio_289.wav,Let's review each other's code today.,Let's review each other's code today.,3.85,16000,..\data\processed_audio\audio_289.wav
audio_29,..\data\raw_audio\audio_29.wav,Let's meet at library after break.,Let's meet at library after break.,2.33,16000,..\data\processed_audio\audio_29.wav
audio_290,..\data\raw_audio\audio_290.wav,Maile chai tyo message read gareko xu.,मैले चाहिँ त्यो message read गरेको छु।,4.14,16000,..\data\processed_audio\audio_290.wav
audio_291,..\data\raw_audio\audio_291.wav,Tyo question answer garna time lagxa.,त्यो question answer गर्न time लाग्छ।,4.31,16000,..\data\processed_audio\audio_291.wav
audio_292,..\data\raw_audio\audio_292.wav,Please arrange the files properly.,Please arrange the files properly.,3.71,16000,..\data\processed_audio\audio_292.wav
audio_293,..\data\raw_audio\audio_293.wav,Mero internet slow vairaixa continuously.,मेरो internet slow भइरहेको continuously।,4.52,16000,..\data\processed_audio\audio_293.wav
audio_294,..\data\raw_audio\audio_294.wav,Tyo teacher le bholi test linu hunxa.,त्यो teacher ले भोलि test लिनु हुन्छ।,4.01,16000,..\data\processed_audio\audio_294.wav
audio_295,..\data\raw_audio\audio_295.wav,Maile chai assignment finalize gare.,मैले चाहिँ assignment finalize गरे।,4.12,16000,..\data\processed_audio\audio_295.wav
audio_296,..\data\raw_audio\audio_296.wav,Let's check the git status.,Let's check the git status.,3.14,16000,..\data\processed_audio\audio_296.wav
audio_297,..\data\raw_audio\audio_297.wav,Mero laptop ma VS Code update aayo.,मेरो laptop मा VS Code update आयो।,3.96,16000,..\data\processed_audio\audio_297.wav
audio_298,..\data\raw_audio\audio_298.wav,Please create the presentation slides.,Please create the presentation slides.,3.92,16000,..\data\processed_audio\audio_298.wav
audio_299,..\data\raw_audio\audio_299.wav,Tyo diagram explain gardinu na sir lai.,त्यो diagram explain गर्नु न sir लाई।,4.28,16000,..\data\processed_audio\audio_299.wav
audio_3,..\data\raw_audio\audio_3.wav,Timi chai kati baje ghar jane plan cha?,तिमी चाहिँ कति बजे घर जाने plan छ?,1.89,16000,..\data\processed_audio\audio_3.wav
audio_30,..\data\raw_audio\audio_30.wav,Mero assignment almost complete xa.,मेरो assignment almost complete छ।,2.25,16000,..\data\processed_audio\audio_30.wav
audio_300,..\data\raw_audio\audio_300.wav,Maile chai kal group meeting join gare.,मैले चाहिँ हिजो group meeting join गरे।,4.54,16000,..\data\processed_audio\audio_300.wav
audio_301,..\data\raw_audio\audio_301.wav,Mero assignment feedback aaena.,मेरो assignment feedback आएन।,3.42,16000,..\data\processed_audio\audio_301.wav
audio_302,..\data\raw_audio\audio_302.wav,Please mute yourself after speaking.,Please mute yourself after speaking।,4.47,16000,..\data\processed_audio\audio_302.wav
audio_303,..\data\raw_audio\audio_303.wav,Tyo video ko audio clear cha.,त्यो video को audio clear छ।,3.27,16000,..\data\processed_audio\audio_303.wav
audio_304,..\data\raw_audio\audio_304.wav,Maile chai code refactor gare.,मैले चाहिँ code refactor गरे।,3.63,16000,..\data\processed_audio\audio_304.wav
audio_305,..\data\raw_audio\audio_305.wav,Tyo teacher le note upload garnu bhayo.,त्यो teacher ले note upload गर्नु भयो।,3.85,16000,..\data\processed_audio\audio_305.wav
audio_306,..\data\raw_audio\audio_306.wav,Let's plan for upcoming hackathon.,Let's plan for upcoming hackathon.,4.05,16000,..\data\processed_audio\audio_306.wav
audio_307,..\data\raw_audio\audio_307.wav,Mero phone ko speaker problem xa.,मेरो phone को speaker problem छ।,3.88,16000,..\data\processed_audio\audio_307.wav
audio_308,..\data\raw_audio\audio_308.wav,Please recheck the calculation.,Please recheck the calculation.,2.96,16000,..\data\processed_audio\audio_308.wav
audio_309,..\data\raw_audio\audio_309.wav,Tyo image resolution kam xa.,त्यो image resolution कम छ।,3.37,16000,..\data\processed_audio\audio_309.wav
audio_31,..\data\raw_audio\audio_31.wav,Kal group meeting kati baje?,भोलि group meeting कति बजे?,1.83,16000,..\data\processed_audio\audio_31.wav
audio_310,..\data\raw_audio\audio_310.wav,Maile chai tyo topic revise gare.,मैले चाहिँ त्यो topic revise गरे।,3.85,16000,..\data\processed_audio\audio_310.wav
audio_311,..\data\raw_audio\audio_311.wav,Tyo question easy xa for me.,त्यो question easy छ for me।,3.59,16000,..\data\processed_audio\audio_311.wav
audio_312,..\data\raw_audio\audio_312.wav,Please connect your device to wifi.,Please connect your device to wifi.,3.74,16000,..\data\processed_audio\audio_312.wav
audio_313,..\data\raw_audio\audio_313.wav,Mero laptop ma storage kam xa.,मेरो laptop मा storage कम छ।,3.77,16000,..\data\processed_audio\audio_313.wav
audio_314,..\data\raw_audio\audio_314.wav,Let's discuss this after lunch break.,Let's discuss this after lunch break.,3.77,16000,..\data\processed_audio\audio_314.wav
audio_315,..\data\raw_audio\audio_315.wav,Maile chai hijo practical test diyo.,मैले चाहिँ हिजो practical test दिए।,4.52,16000,..\data\processed_audio\audio_315.wav
audio_316,..\data\raw_audio\audio_316.wav,Tyo teacher ko teaching method different xa.,त्यो teacher को teaching method different छ।,4.88,16000,..\data\processed_audio\audio_316.wav
audio_317,..\data\raw_audio\audio_317.wav,Please logout from the system.,Please logout from the system.,3.2,16000,..\data\processed_audio\audio_317.wav
audio_318,..\data\raw_audio\audio_318.wav,Mero assignment ko marks aayo.,मेरो assignment को marks आयो।,4.05,16000,..\data\processed_audio\audio_318.wav
audio_319,..\data\raw_audio\audio_319.wav,Tyo code compile garna error xa.,त्यो code compile गर्न error छ।,3.73,16000,..\data\processed_audio\audio_319.wav
audio_32,..\data\raw_audio\audio_32.wav,Tyo video edit garna time lagxa.,त्यो video edit गर्न time लाग्छ।,2.07,16000,..\data\processed_audio\audio_32.wav
audio_320,..\data\raw_audio\audio_320.wav,Maile chai tyo file delete gare.,मैले चाहिँ त्यो file delete गरे।,4.17,16000,..\data\processed_audio\audio_320.wav
audio_321,..\data\raw_audio\audio_321.wav,Let's create the database tables.,Let's create the database tables.,3.44,16000,..\data\processed_audio\audio_321.wav
audio_322,..\data\raw_audio\audio_322.wav,Mero pen harayo.,मेरो pen हरायो।,2.42,16000,..\data\processed_audio\audio_322.wav
audio_323,..\data\raw_audio\audio_323.wav,Please share the meeting recording.,Please share the meeting recording.,3.75,16000,..\data\processed_audio\audio_323.wav
audio_324,..\data\raw_audio\audio_324.wav,Tyo class cancel vayo re.,त्यो class cancel भयो रे।,3.11,16000,..\data\processed_audio\audio_324.wav
audio_325,..\data\raw_audio\audio_325.wav,Maile chai tyo diagram label gare.,मैले चाहिँ त्यो diagram label गरे।,4.17,16000,..\data\processed_audio\audio_325.wav
audio_326,..\data\raw_audio\audio_326.wav,Mero phone password bhule.,मेरो phone password भुले ।,3.81,16000,..\data\processed_audio\audio_326.wav
audio_327,..\data\raw_audio\audio_327.wav,Please check the formatting.,Please check the formatting.,3.19,16000,..\data\processed_audio\audio_327.wav
audio_328,..\data\raw_audio\audio_328.wav,Tyo question ko solution send gardinu.,त्यो question को solution send गर्दिनु।,3.94,16000,..\data\processed_audio\audio_328.wav
audio_329,..\data\raw_audio\audio_329.wav,Maile chai tyo file upload gare drive ma.,मैले चाहिँ त्यो file upload गरे drive मा।,4.91,16000,..\data\processed_audio\audio_329.wav
audio_33,..\data\raw_audio\audio_33.wav,Maile arko section ma class linu parxa.,मैले अर्को section मा class लिनुपर्छ।,2.12,16000,..\data\processed_audio\audio_33.wav
audio_330,..\data\raw_audio\audio_330.wav,Tyo teacher le example diye dherai.,त्यो teacher ले example दिए धेरै।,3.83,16000,..\data\processed_audio\audio_330.wav
audio_331,..\data\raw_audio\audio_331.wav,Let's prepare for viva tomorrow.,Let's prepare for viva tomorrow.,3.41,16000,..\data\processed_audio\audio_331.wav
audio_332,..\data\raw_audio\audio_332.wav,Mero net recharge nagareko.,मेरो net recharge नगरेको।,3.14,16000,..\data\processed_audio\audio_332.wav
audio_333,..\data\raw_audio\audio_333.wav,Please restart your laptop once.,Please restart your laptop once.,3.52,16000,..\data\processed_audio\audio_333.wav
audio_334,..\data\raw_audio\audio_334.wav,Tyo function call alik complicated xa.,त्यो function call अलिक complicated छ।,4.13,16000,..\data\processed_audio\audio_334.wav
audio_335,..\data\raw_audio\audio_335.wav,Maile chai tyo video share gare group ma.,मैले चाहिँ त्यो video share गरे group मा।,4.7,16000,..\data\processed_audio\audio_335.wav
audio_336,..\data\raw_audio\audio_336.wav,Tyo topic dherai important xa.,त्यो topic धेरै important छ।,3.32,16000,..\data\processed_audio\audio_336.wav
audio_337,..\data\raw_audio\audio_337.wav,Please clear your doubts today.,Please clear your doubts today.,3.17,16000,..\data\processed_audio\audio_337.wav
audio_338,..\data\raw_audio\audio_338.wav,Mero laptop charger khoi bhaneko xa.,मेरो laptop charger खोइ भनेको छ।,4.17,16000,..\data\processed_audio\audio_338.wav
audio_339,..\data\raw_audio\audio_339.wav,Let's practice coding tonight.,Let's practice coding tonight.,2.98,16000,..\data\processed_audio\audio_339.wav
audio_34,..\data\raw_audio\audio_34.wav,Please send me the link for registration.,Please send me the link for registration.,2.39,16000,..\data\processed_audio\audio_34.wav
audio_340,..\data\raw_audio\audio_340.wav,Maile chai github ma push gare.,मैले चाहिँ github मा push गरे।,3.52,16000,..\data\processed_audio\audio_340.wav
audio_341,..\data\raw_audio\audio_341.wav,Tyo project deployment kal garna parxa.,त्यो project deployment भोली गर्न पर्छ।,4.68,16000,..\data\processed_audio\audio_341.wav
audio_342,..\data\raw_audio\audio_342.wav,Please install the required packages.,Please install the required packages.,3.69,16000,..\data\processed_audio\audio_342.wav
audio_343,..\data\raw_audio\audio_343.wav,Mero presentation topic finalize vayo.,मेरो presentation topic finalize भयो।,3.88,16000,..\data\processed_audio\audio_343.wav
audio_344,..\data\raw_audio\audio_344.wav,Tyo teacher le bholi class linu hunna re.,त्यो teacher ले भोलि class लिनु हुन्न रे।,4.26,16000,..\data\processed_audio\audio_344.wav
audio_345,..\data\raw_audio\audio_345.wav,Maile chai tyo question solve gare quickly.,मैले चाहिँ त्यो question solve गरे quickly।,4.42,16000,..\data\processed_audio\audio_345.wav
audio_346,..\data\raw_audio\audio_346.wav,Let's complete the notes today.,Let's complete the notes today.,2.98,16000,..\data\processed_audio\audio_346.wav
audio_347,..\data\raw_audio\audio_347.wav,Mero phone battery low xa.,मेरो phone battery low छ।,3.33,16000,..\data\processed_audio\audio_347.wav
audio_348,..\data\raw_audio\audio_348.wav,Please check your gmail.,Please check your gmail.,2.81,16000,..\data\processed_audio\audio_348.wav
audio_349,..\data\raw_audio\audio_349.wav,Tyo diagram draw garna parxa sir le bhaneko.,त्यो diagram draw गर्न पर्छ sir ले भनेको।,4.43,16000,..\data\processed_audio\audio_349.wav
audio_35,..\data\raw_audio\audio_35.wav,Sir le bhaneko notes upload gardinu.,Sir ले भनेको notes upload गरिदिनु।,2.39,16000,..\data\processed_audio\audio_35.wav
audio_350,..\data\raw_audio\audio_350.wav,Maile chai tyo code run gare successfully.,मैले चाहिँ त्यो code run गरे successfully।,5.95,16000,..\data\processed_audio\audio_350.wav
audio_351,..\data\raw_audio\audio_351.wav,Mero assignment marks upload vayo.,मेरो assignment marks upload भयो।,3.59,16000,..\data\processed_audio\audio_351.wav
audio_352,..\data\raw_audio\audio_352.wav,Please rename the file properly.,Please rename the file properly.,3.52,16000,..\data\processed_audio\audio_352.wav
audio_353,..\data\raw_audio\audio_353.wav,Tyo lecture ko note share gardinu.,त्यो lecture को note share गर्दिनु।,4.58,16000,..\data\processed_audio\audio_353.wav
audio_354,..\data\raw_audio\audio_354.wav,Maile chai tyo software update gare.,मैले चाहिँ त्यो software update गरे।,4.1,16000,..\data\processed_audio\audio_354.wav
audio_355,..\data\raw_audio\audio_355.wav,Tyo teacher ko class interesting xa.,त्यो teacher को class interesting छ।,4.57,16000,..\data\processed_audio\audio_355.wav
audio_356,..\data\raw_audio\audio_356.wav,Let's finalize the team today.,Let's finalize the team today.,3.79,16000,..\data\processed_audio\audio_356.wav
audio_357,..\data\raw_audio\audio_357.wav,Mero internet package expire vayo.,मेरो internet package expire भयो।,4.7,16000,..\data\processed_audio\audio_357.wav
audio_358,..\data\raw_audio\audio_358.wav,Please send your phone number.,Please send your phone number.,3.73,16000,..\data\processed_audio\audio_358.wav
audio_359,..\data\raw_audio\audio_359.wav,Tyo code output wrong aayo.,त्यो code output wrong आयो।,3.89,16000,..\data\processed_audio\audio_359.wav
audio_36,..\data\raw_audio\audio_36.wav,Maile tyo message padhna birse.,मैले त्यो message पढ्न बिर्से।,2.12,16000,..\data\processed_audio\audio_36.wav
audio_360,..\data\raw_audio\audio_360.wav,Maile chai tyo topic clear gare.,मैले चाहिँ त्यो topic clear गरे।,4.43,16000,..\data\processed_audio\audio_360.wav
audio_361,..\data\raw_audio\audio_361.wav,Tyo function use garera check gara.,त्यो function use गरेर check गर।,4.28,16000,..\data\processed_audio\audio_361.wav
audio_362,..\data\raw_audio\audio_362.wav,Please join the class on time.,Please join the class on time.,4.26,16000,..\data\processed_audio\audio_362.wav
audio_363,..\data\raw_audio\audio_363.wav,Mero laptop ko screen flicker vairaixa.,मेरो laptop को screen flicker भइरहेको।,4.91,16000,..\data\processed_audio\audio_363.wav
audio_364,..\data\raw_audio\audio_364.wav,Let's meet after college today.,Let's meet after college today.,3.74,16000,..\data\processed_audio\audio_364.wav
audio_365,..\data\raw_audio\audio_365.wav,Maile chai tyo mail forward gare.,मैले चाहिँ त्यो mail forward गरे।,4.76,16000,..\data\processed_audio\audio_365.wav
audio_366,..\data\raw_audio\audio_366.wav,Tyo image ko clarity ramro xa.,त्यो image को clarity राम्रो छ।,4.43,16000,..\data\processed_audio\audio_366.wav
audio_367,..\data\raw_audio\audio_367.wav,Please keep your mic muted.,Please keep your mic muted.,4.0,16000,..\data\processed_audio\audio_367.wav
audio_368,..\data\raw_audio\audio_368.wav,Mero assignment pending xa.,मेरो assignment pending छ।,3.29,16000,..\data\processed_audio\audio_368.wav
audio_369,..\data\raw_audio\audio_369.wav,Tyo teacher le bholi extra class rakhnu hunxa.,त्यो teacher ले भोलि extra class राख्नु हुन्छ।,5.13,16000,..\data\processed_audio\audio_369.wav
audio_37,..\data\raw_audio\audio_37.wav,Timro pen use garna milxa?,तिम्रो pen use गर्न मिल्छ?,1.72,16000,..\data\processed_audio\audio_37.wav
audio_370,..\data\raw_audio\audio_370.wav,Maile chai tyo file compress gare.,मैले चाहिँ त्यो file compress गरे।,4.55,16000,..\data\processed_audio\audio_370.wav
audio_371,..\data\raw_audio\audio_371.wav,Let's update the github repo today.,Let's update the github repo today.,3.74,16000,..\data\processed_audio\audio_371.wav
audio_372,..\data\raw_audio\audio_372.wav,Mero phone ko display damage vayo.,मेरो phone को display damage भयो।,4.4,16000,..\data\processed_audio\audio_372.wav
audio_373,..\data\raw_audio\audio_373.wav,Please follow the instructions.,Please follow the instructions.,3.92,16000,..\data\processed_audio\audio_373.wav
audio_374,..\data\raw_audio\audio_374.wav,Tyo diagram color garna parxa.,त्यो diagram color गर्न पर्छ।,4.38,16000,..\data\processed_audio\audio_374.wav
audio_375,..\data\raw_audio\audio_375.wav,Maile chai tyo error solve gare.,मैले चाहिँ त्यो error solve गरे।,4.54,16000,..\data\processed_audio\audio_375.wav
audio_376,..\data\raw_audio\audio_376.wav,Mero internet connection fine xa ajhai.,मेरो internet connection fine छ अझै.,3.5,16000,..\data\processed_audio\audio_376.wav
audio_377,..\data\raw_audio\audio_377.wav,Please clean the desktop icons.,Please clean the desktop icons.,2.73,16000,..\data\processed_audio\audio_377.wav
audio_378,..\data\raw_audio\audio_378.wav,Tyo video edit gardai xu maile.,त्यो video edit गर्दै छु मैले.,3.06,16000,..\data\processed_audio\audio_378.wav
audio_379,..\data\raw_audio\audio_379.wav,Maile chai assignment upload gare.,मैले चाहिँ assignment upload गरे.,3.1,16000,..\data\processed_audio\audio_379.wav
audio_38,..\data\raw_audio\audio_38.wav,Ma ghar pugna laai taxi liyera gaye.,म घर पुग्नलाई taxi लिएर गए।,2.44,16000,..\data\processed_audio\audio_38.wav
audio_380,..\data\raw_audio\audio_380.wav,Tyo teacher le feedback diyera ramro lagyo.,त्यो teacher ले feedback दिएर राम्रो लाग्यो.,4.21,16000,..\data\processed_audio\audio_380.wav
audio_381,..\data\raw_audio\audio_381.wav,Let's join class early tomorrow.,Let's join class early tomorrow.,2.71,16000,..\data\processed_audio\audio_381.wav
audio_382,..\data\raw_audio\audio_382.wav,Mero bike ko tyre puncture vayo.,मेरो bike को tyre puncture भयो.,3.23,16000,..\data\processed_audio\audio_382.wav
audio_383,..\data\raw_audio\audio_383.wav,Please attend the seminar tomorrow.,Please attend the seminar tomorrow.,2.93,16000,..\data\processed_audio\audio_383.wav
audio_384,..\data\raw_audio\audio_384.wav,Tyo code snippet explain gardinu.,त्यो code snippet explain गर्दिनु.,3.25,16000,..\data\processed_audio\audio_384.wav
audio_385,..\data\raw_audio\audio_385.wav,Maile chai tyo note revise gare.,मैले चाहिँ त्यो note revise गरे.,2.99,16000,..\data\processed_audio\audio_385.wav
audio_386,..\data\raw_audio\audio_386.wav,Tyo topic test ma aauxa re.,त्यो topic test मा आउँछ रे.,2.44,16000,..\data\processed_audio\audio_386.wav
audio_387,..\data\raw_audio\audio_387.wav,Please login to your account.,Please login to your account.,2.77,16000,..\data\processed_audio\audio_387.wav
audio_388,..\data\raw_audio\audio_388.wav,Mero phone ko camera damaged xa.,मेरो phone को camera damaged छ.,3.21,16000,..\data\processed_audio\audio_388.wav
audio_389,..\data\raw_audio\audio_389.wav,Let's complete the work today itself.,Let's complete the work today itself.,3.0,16000,..\data\processed_audio\audio_389.wav
audio_39,..\data\raw_audio\audio_39.wav,Tyo app use garna easy xa.,त्यो app use गर्न easy छ।,1.9,16000,..\data\processed_audio\audio_39.wav
audio_390,..\data\raw_audio\audio_390.wav,Maile chai github repo clone gare.,मैले चाहिँ github repo clone गरे.,2.83,16000,..\data\processed_audio\audio_390.wav
audio_391,..\data\raw_audio\audio_391.wav,Tyo teacher le question bank pathaunu bhayo.,त्यो teacher ले question bank पठाउनु भयो.,3.17,16000,..\data\processed_audio\audio_391.wav
audio_392,..\data\raw_audio\audio_392.wav,Please fill the attendance form.,Please fill the attendance form.,2.35,16000,..\data\processed_audio\audio_392.wav
audio_393,..\data\raw_audio\audio_393.wav,Mero laptop ko RAM upgrade garnu parxa.,मेरो laptop को RAM upgrade गर्नु पर्छ.,3.11,16000,..\data\processed_audio\audio_393.wav
audio_394,..\data\raw_audio\audio_394.wav,Tyo app ko interface user friendly xa.,त्यो app को interface user friendly छ.,3.67,16000,..\data\processed_audio\audio_394.wav
audio_395,..\data\raw_audio\audio_395.wav,Maile chai tyo topic revise gare yesterday.,मैले चाहिँ त्यो topic revise गरे yesterday.,3.92,16000,..\data\processed_audio\audio_395.wav
audio_396,..\data\raw_audio\audio_396.wav,Let's start practical from today.,Let's start practical from today.,3.31,16000,..\data\processed_audio\audio_396.wav
audio_397,..\data\raw_audio\audio_397.wav,Mero phone repair ma cha ahile.,मेरो phone repair मा छ अहिले.,2.99,16000,..\data\processed_audio\audio_397.wav
audio_398,..\data\raw_audio\audio_398.wav,Please print the document.,Please print the document.,2.19,16000,..\data\processed_audio\audio_398.wav
