filename,transcript
pk_001.wav,Mero assignment submit garna time lagxa.
pk_002.wav,Sir le bhaneko concept clear vayena.
pk_003.wav,Timi chai kati baje ghar jane plan cha?
pk_004.wav,Please send me the pdf after class.
pk_005.wav,Mero phone ko battery almost dead xa.
pk_006.wav,Let's go to canteen after this lecture.
pk_007.wav,Maile yo topic bujhna try gare but alik garo lagyo.
pk_008.wav,"Herana, yo diagram ramro sanga draw garnu parxa."
pk_009.wav,Tyo presentation ma photo clarity thikai xa ni.
pk_010.wav,Ma aba ghar jane sochdai chu.
pk_011.wav,Tyo movie ko trailer dherai ramro xa.
pk_012.wav,Assignment ko deadline extend hunxa ki nai?
pk_013.wav,Kal college ma class cancelled xa re.
pk_014.wav,Sir le extra class rakhnu bhayo bholi.
pk_015.wav,Tyo code ma error dekhauna sakchau?
pk_016.wav,Mero laptop ma python install xa already.
pk_017.wav,Let's finish this project by tonight.
pk_018.wav,Maile tyo reel edit gareko xu.
pk_019.wav,Yo song sunera mood fresh hunxa.
pk_020.wav,Lunch ma momo khane ho?
pk_021.wav,Yo code run garna thap module install garnu parxa.
pk_022.wav,"Kal test cha, padhera aauna."
pk_023.wav,Mero name list ma xa ki nai?
pk_024.wav,Tyo file google drive ma upload gardinu.
pk_025.wav,Please call me after your class.
pk_026.wav,Kati ramro weather xa aja.
pk_027.wav,Mero net slow vairaixa aaja.
pk_028.wav,Tyo teacher ko teaching style dherai ramro xa.
pk_029.wav,Let's meet at library after break.
pk_030.wav,Mero assignment almost complete xa.
pk_031.wav,Kal group meeting kati baje?
pk_032.wav,Tyo video edit garna time lagxa.
pk_033.wav,Maile arko section ma class linu parxa.
pk_034.wav,Please send me the link for registration.
pk_035.wav,Sir le bhaneko notes upload gardinu.
pk_036.wav,Maile tyo message padhna birse.
pk_037.wav,Timro pen use garna milxa?
pk_038.wav,Ma ghar pugna laai taxi liyera gaye.
pk_039.wav,Tyo app use garna easy xa.
pk_040.wav,Let's go for tea break.
pk_041.wav,Maile tyo error fix gare.
pk_042.wav,Tyo project ko idea ramro cha.
pk_043.wav,Please mute your mic during class.
pk_044.wav,Mero code ma syntax error xa re.
pk_045.wav,Kal holiday xa re college ma.
pk_046.wav,Tyo website ko UI design attractive cha.
pk_047.wav,Maile tyo pdf drive ma rakheko xu.
pk_048.wav,Please check your email.
pk_049.wav,Ma arko week bata start garxu.
pk_050.wav,Tyo function call garera check gara.
pk_051.wav,Mero notes bhetiena.
pk_052.wav,Maile chai class ma suneko xu yo kura.
pk_053.wav,Tyo practical test garna alik garo cha.
pk_054.wav,Please bring your laptop tomorrow.
pk_055.wav,Maile tyo assignment submit gareko xu already.
pk_056.wav,Sir le kal viva linu hunchha.
pk_057.wav,Let's finish this task today itself.
pk_058.wav,Mero room ma charger xa.
pk_059.wav,Please download the software before class.
pk_060.wav,Maile tyo meeting join garna birse.
pk_061.wav,Tyo topic explain gardinu na.
pk_062.wav,Yo project deploy garnai parxa.
pk_063.wav,Mero phone ko storage full vayo.
pk_064.wav,Let's have coffee after lunch.
pk_065.wav,Mero group ko presentation today xa.
pk_066.wav,Tyo lecture record garna parxa.
pk_067.wav,Please check the output once.
pk_068.wav,Ma arko video banauchu tes mathi.
pk_069.wav,Sir le code explain garna bhaneko thiyo.
pk_070.wav,Let's complete all modules today.
pk_071.wav,Tyo folder drive ma xa already.
pk_072.wav,Maile chai morning ma padha xu.
pk_073.wav,Please wait for five minutes.
pk_074.wav,Tyo class start vayo ki nai?
pk_075.wav,Maile chai sabai notes revise gare.
pk_076.wav,Tyo seminar ma interesting topic thiyo.
pk_077.wav,Mero bike ko petrol sakiyo.
pk_078.wav,Let's go for a walk in evening.
pk_079.wav,Maile chai assignment hard copy submit gare.
pk_080.wav,Please share your screen.
pk_081.wav,Tyo error ko solution google ma xa.
pk_082.wav,Maile chai ghar ma padhna ramro lagxa.
pk_083.wav,Tyo book ma diagram ramro cha.
pk_084.wav,Let's finalize the project report today.
pk_085.wav,Mero pen khoi bhaneko xa.
pk_086.wav,Maile chai code push gare github ma.
pk_087.wav,Please explain the logic once.
pk_088.wav,Tyo video ma subtitle cha ki nai?
pk_089.wav,Mero roll number 40 ho.
pk_090.wav,Tyo photo clear cha.
pk_091.wav,Please reply to my email soon.
pk_092.wav,Maile chai sabai task complete gare.
pk_093.wav,Tyo video upload garna time lagxa.
pk_094.wav,Mero laptop ko charger harayo.
pk_095.wav,Let's plan for tomorrow's class.
pk_096.wav,Maile chai form fill gare already.
pk_097.wav,Tyo code snippet send gardinu.
pk_098.wav,Please update the document today.
pk_099.wav,Maile chai output check gare already.
pk_100.wav,Tyo function debug garna parxa.
pk_101.wav,Maile chai breakfast nagareko.
pk_102.wav,Tyo app update garna parxa.
pk_103.wav,Let's complete this topic today.
pk_104.wav,Mero internet connection unstable xa.
pk_105.wav,Please send me the notes after class.
pk_106.wav,Tyo meeting kati baje start hunxa?
pk_107.wav,Maile chai kal dekhi padna thale.
pk_108.wav,Sir le assignment ko deadline extend garnu bhayo.
pk_109.wav,Tyo code output expected jasto xaina.
pk_110.wav,Please switch on your camera during viva.
pk_111.wav,Maile chai course complete gare half.
pk_112.wav,Tyo task allocate garna parxa sabai ma.
pk_113.wav,Mero phone ma tyo app install xa.
pk_114.wav,Let's do group study tomorrow.
pk_115.wav,Maile chai tyo diagram draw gare class ma.
pk_116.wav,Please submit the form before deadline.
pk_117.wav,Mero bike service garna parxa.
pk_118.wav,Tyo module bhaneko dherai important xa.
pk_119.wav,Maile chai kal dekhi early uthna thale.
pk_120.wav,Let's discuss this topic after lunch.
pk_121.wav,Ma ghar pugna laai taxi liyera aako.
pk_122.wav,Please mute yourself during meeting.
pk_123.wav,Maile chai tyo topic revise gareko xu.
pk_124.wav,Tyo website load huna time lagxa.
pk_125.wav,Let's finish editing the video today.
ab_126.wav,Mero assignment file corrupt vayo.
ab_127.wav,Tyo lecture record garna bhayo sir le.
ab_128.wav,Please send the zoom link.
ab_129.wav,Maile chai hijo padhna time paayena.
ab_130.wav,Tyo image ko resolution low xa.
ab_131.wav,Let's go for group lunch today.
ab_132.wav,Ma ghar pugna alik late vayo.
ab_133.wav,Please reply to my message soon.
ab_134.wav,Tyo code logic bujhna time lagxa.
ab_135.wav,Maile chai arko example try gare.
ab_136.wav,Tyo file ma error xa re.
ab_137.wav,Mero laptop slow vairaixa aaja.
ab_138.wav,Let's discuss project plan tomorrow.
ab_139.wav,Maile chai video edit gardai xu.
ab_140.wav,Please save the document frequently.
ab_141.wav,Tyo teacher ko explanation clear cha.
ab_142.wav,Maile chai tyo question solve gare.
ab_143.wav,Tyo folder drive ma upload gardinu.
ab_144.wav,Let's start coding session now.
ab_145.wav,Maile chai tyo mail send gare.
ab_146.wav,Please share the google form link.
ab_147.wav,Mero practical test kal cha.
ab_148.wav,Tyo function call garna birse.
ab_149.wav,Maile chai code debug gardai xu.
ab_150.wav,Let's attend tomorrow's workshop.
ab_151.wav,Mero room ma wifi problem xa.
ab_152.wav,Tyo photo upload gardaina timely.
ab_153.wav,Please send your assignment today.
ab_154.wav,Maile chai tyo topic already padheko xu.
ab_155.wav,Tyo diagram explain gardinu na.
ab_156.wav,Let's go for tea break.
ab_157.wav,Maile chai file rename gare already.
ab_158.wav,Please add me to the group.
ab_159.wav,Mero code output correct xa.
ab_160.wav,Tyo app update available cha.
ab_161.wav,Maile chai question solve gare half.
ab_162.wav,Let's meet at library tomorrow.
ab_163.wav,Mero presentation bholi cha?
ab_164.wav,Please check your WhatsApp.
ab_165.wav,Tyo document finalize garna parxa.
ab_166.wav,Maile chai arko function try gare.
ab_167.wav,Tyo teacher ko lecture interesting xa.
ab_168.wav,Please bring your charger tomorrow.
ab_169.wav,Mero laptop ma VS Code xa installed.
ab_170.wav,Let's practice more coding today.
ab_171.wav,Maile chai tyo repo clone gareko xu.
ab_172.wav,Please turn off your mic.
ab_173.wav,Tyo table clean garera rakhnu.
ab_174.wav,Ma ghar pugna alik time lagxa.
ab_175.wav,Let's finish editing by tonight.
ab_176.wav,Mero practical marks upload vayo ki nai?
ab_177.wav,Please check the spelling once.
ab_178.wav,Tyo class join garna birse maile.
ab_179.wav,Maile chai tyo question google gare.
ab_180.wav,Tyo diagram alik ramro banauna parxa.
ab_181.wav,Let's submit assignment before lunch.
ab_182.wav,Mero pen khoi bhaneko xu.
ab_183.wav,Please unmute yourself to speak.
ab_184.wav,Tyo video ko quality ramro cha.
ab_185.wav,Maile chai hijo tyo task gareko xu.
ab_186.wav,Tyo teacher ko handwriting ramro xa.
ab_187.wav,Please fill the feedback form.
ab_188.wav,Mero assignment submit vayo already.
ab_189.wav,Tyo app install garna thap permission maage.
ab_190.wav,Let's fix the bug today.
ab_191.wav,Maile chai tyo class record gare.
ab_192.wav,Please clean your desktop.
ab_193.wav,Tyo meeting cancel vayo re.
ab_194.wav,Ma ghar pugna laai bus liyera aaye.
ab_195.wav,Let's create new repository today.
ab_196.wav,Mero internet bill unpaid xa.
ab_197.wav,Please use headset during meeting.
ab_198.wav,Tyo code re-run garera check gara.
ab_199.wav,Maile chai output verify gare.
ab_200.wav,Let's have group discussion.
ab_201.wav,Mero presentation file ready cha.
ab_202.wav,Please join the meeting soon.
ab_203.wav,Tyo function parameter galat cha.
ab_204.wav,Maile chai video upload gare youtube ma.
ab_205.wav,Tyo teacher ko subject dherai interesting xa.
ab_206.wav,Let's finalize report today.
ab_207.wav,Maile chai python install gare.
ab_208.wav,Please share the ppt slides.
ab_209.wav,Tyo question ko answer easy xa.
ab_210.wav,Maile chai tyo diagram draw gare class ma.
ab_211.wav,Tyo video edit garna alik time lagxa.
ab_212.wav,Please send me the final draft.
ab_213.wav,Mero laptop charge khattam xa.
ab_214.wav,Let's revise this topic now.
ab_215.wav,Maile chai question bank download gare.
ab_216.wav,Tyo image blur xa re.
ab_217.wav,Please share your notes.
ab_218.wav,Mero exam bholi cha?
ab_219.wav,Tyo class record vayo ki nai?
ab_220.wav,Maile chai assignment submit gare hijo.
ab_221.wav,Let's deploy project today.
ab_222.wav,Mero pen drive ghar ma xa.
ab_223.wav,Please create a backup file.
ab_224.wav,Tyo topic readymade solution ma nai xa.
ab_225.wav,Maile chai youtube video herera padhe.
ab_226.wav,Mero assignment deadline bholi ho.
ab_227.wav,Please turn on your camera.
ab_228.wav,Tyo teacher le example dherai ramro diye.
ab_229.wav,Maile chai code compile gareko xu.
ab_230.wav,Tyo app use garna easy lagyo.
ab_231.wav,Let's discuss this in next meeting.
ab_232.wav,Mero phone ko storage almost full xa.
ab_233.wav,Please upload the report by today.
ab_234.wav,Tyo error ko solution khojdai xu.
ab_235.wav,Maile chai project complete gare half.
ab_236.wav,Tyo lecture sunera dherai bujhiyo.
ab_237.wav,Please share your screen for demo.
ab_238.wav,Mero net connection kati slow xa.
ab_239.wav,Let's prepare slides today itself.
ab_240.wav,Maile chai kal tyo video edit gare.
ab_241.wav,Tyo question explain gardinu na sir lai.
ab_242.wav,Please submit the document before evening.
ab_243.wav,Mero practical preparation ali kamjor xa.
ab_244.wav,Tyo code run hunna re.
ab_245.wav,Maile chai assignment print gareko xu.
ab_246.wav,Let's start recording the video today.
ab_247.wav,Mero laptop charger ghar ma birse.
ab_248.wav,Please give me your pen for a while.
ab_249.wav,Tyo seminar join garna mandatory xa.
ab_250.wav,Maile chai tyo bug fix gare finally.
bp_251.wav,Mero internet recharge garnu parxa.
bp_252.wav,Please attach the file in email.
bp_253.wav,Tyo lecture note clear cha.
bp_254.wav,Maile chai tyo mail reply gareko xu.
bp_255.wav,Tyo error troubleshoot garna parxa.
bp_256.wav,Let's start our group project soon.
bp_257.wav,Mero assignment ko plagiarism high xa.
bp_258.wav,Please ask sir once about this.
bp_259.wav,Tyo app ko update available xa.
bp_260.wav,Maile chai kal tyo class attend gare.
bp_261.wav,Tyo function use garna easy xa.
bp_262.wav,Please send the attendance link.
bp_263.wav,Mero video upload huna time lagxa.
bp_264.wav,Let's create the database schema today.
bp_265.wav,Maile chai code commit gare github ma.
bp_266.wav,Tyo teacher le concept ramro sanga bujhaune hunxa.
bp_267.wav,Please wait for your turn.
bp_268.wav,Mero bike ko servicing date aayo.
bp_269.wav,Tyo topic revise garna parxa.
bp_270.wav,Maile chai form fill gare already.
bp_271.wav,Tyo image crop garera pathaunu.
bp_272.wav,Please rename the folder properly.
bp_273.wav,Mero presentation bholi submit garna parxa.
bp_274.wav,Let's divide the work equally.
bp_275.wav,Maile chai tyo software install gare.
bp_276.wav,Mero net off vayo.
bp_277.wav,Please check the grammar once.
bp_278.wav,Tyo video upload gardai xu ma.
bp_279.wav,Maile chai tyo project idea finalize gare.
bp_280.wav,Tyo teacher ko pronunciation clear xa.
bp_281.wav,Let's prepare for upcoming test.
bp_282.wav,Mero laptop ko battery khattam vayo.
bp_283.wav,Please delete the old files.
bp_284.wav,Tyo code logic alik tricky xa.
bp_285.wav,Maile chai tyo topic padheko xu last week.
bp_286.wav,Tyo function output expected jasto xa.
bp_287.wav,Please finish the task by evening.
bp_288.wav,Mero phone charge cha ki nai?
bp_289.wav,Let's review each other's code today.
bp_290.wav,Maile chai tyo message read gareko xu.
bp_291.wav,Tyo question answer garna time lagxa.
bp_292.wav,Please arrange the files properly.
bp_293.wav,Mero internet slow vairaixa continuously.
bp_294.wav,Tyo teacher le bholi test linu hunxa.
bp_295.wav,Maile chai assignment finalize gare.
bp_296.wav,Let's check the git status.
bp_297.wav,Mero laptop ma VS Code update aayo.
bp_298.wav,Please create the presentation slides.
bp_299.wav,Tyo diagram explain gardinu na sir lai.
bp_300.wav,Maile chai kal group meeting join gare.
bp_301.wav,Mero assignment feedback aaena.
bp_302.wav,Please mute yourself after speaking.
bp_303.wav,Tyo video ko audio clear cha.
bp_304.wav,Maile chai code refactor gare.
bp_305.wav,Tyo teacher le note upload garnu bhayo.
bp_306.wav,Let's plan for upcoming hackathon.
bp_307.wav,Mero phone ko speaker problem xa.
bp_308.wav,Please recheck the calculation.
bp_309.wav,Tyo image resolution kam xa.
bp_310.wav,Maile chai tyo topic revise gare.
bp_311.wav,Tyo question easy xa for me.
bp_312.wav,Please connect your device to wifi.
bp_313.wav,Mero laptop ma storage kam xa.
bp_314.wav,Let's discuss this after lunch break.
bp_315.wav,Maile chai hijo practical test diyo.
bp_316.wav,Tyo teacher ko teaching method different xa.
bp_317.wav,Please logout from the system.
bp_318.wav,Mero assignment ko marks aayo.
bp_319.wav,Tyo code compile garna error xa.
bp_320.wav,Maile chai tyo file delete gare.
bp_321.wav,Let's create the database tables.
bp_322.wav,Mero pen harayo.
bp_323.wav,Please share the meeting recording.
bp_324.wav,Tyo class cancel vayo re.
bp_325.wav,Maile chai tyo diagram label gare.
bp_326.wav,Mero phone password bhule.
bp_327.wav,Please check the formatting.
bp_328.wav,Tyo question ko solution send gardinu.
bp_329.wav,Maile chai tyo file upload gare drive ma.
bp_330.wav,Tyo teacher le example diye dherai.
bp_331.wav,Let's prepare for viva tomorrow.
bp_332.wav,Mero net recharge nagareko.
bp_333.wav,Please restart your laptop once.
bp_334.wav,Tyo function call alik complicated xa.
bp_335.wav,Maile chai tyo video share gare group ma.
bp_336.wav,Tyo topic dherai important xa.
bp_337.wav,Please clear your doubts today.
bp_338.wav,Mero laptop charger khoi bhaneko xa.
bp_339.wav,Let's practice coding tonight.
bp_340.wav,Maile chai github ma push gare.
bp_341.wav,Tyo project deployment kal garna parxa.
bp_342.wav,Please install the required packages.
bp_343.wav,Mero presentation topic finalize vayo.
bp_344.wav,Tyo teacher le bholi class linu hunna re.
bp_345.wav,Maile chai tyo question solve gare quickly.
bp_346.wav,Let's complete the notes today.
bp_347.wav,Mero phone battery low xa.
bp_348.wav,Please check your gmail.
bp_349.wav,Tyo diagram draw garna parxa sir le bhaneko.
bp_350.wav,Maile chai tyo code run gare successfully.
bp_351.wav,Mero assignment marks upload vayo.
bp_352.wav,Please rename the file properly.
bp_353.wav,Tyo lecture ko note share gardinu.
bp_354.wav,Maile chai tyo software update gare.
bp_355.wav,Tyo teacher ko class interesting xa.
bp_356.wav,Let's finalize the team today.
bp_357.wav,Mero internet package expire vayo.
bp_358.wav,Please send your phone number.
bp_359.wav,Tyo code output wrong aayo.
bp_360.wav,Maile chai tyo topic clear gare.
bp_361.wav,Tyo function use garera check gara.
bp_362.wav,Please join the class on time.
bp_363.wav,Mero laptop ko screen flicker vairaixa.
bp_364.wav,Let's meet after college today.
bp_365.wav,Maile chai tyo mail forward gare.
bp_366.wav,Tyo image ko clarity ramro xa.
bp_367.wav,Please keep your mic muted.
bp_368.wav,Mero assignment pending xa.
bp_369.wav,Tyo teacher le bholi extra class rakhnu hunxa.
bp_370.wav,Maile chai tyo file compress gare.
bp_371.wav,Let's update the github repo today.
bp_372.wav,Mero phone ko display damage vayo.
bp_373.wav,Please follow the instructions.
bp_374.wav,Tyo diagram color garna parxa.
bp_375.wav,Maile chai tyo error solve gare.
st_376.wav,Mero internet connection fine xa ajhai.
st_377.wav,Please clean the desktop icons.
st_378.wav,Tyo video edit gardai xu maile.
st_379.wav,Maile chai assignment upload gare.
st_380.wav,Tyo teacher le feedback diyera ramro lagyo.
st_381.wav,Let's join class early tomorrow.
st_382.wav,Mero bike ko tyre puncture vayo.
st_383.wav,Please attend the seminar tomorrow.
st_384.wav,Tyo code snippet explain gardinu.
st_385.wav,Maile chai tyo note revise gare.
st_386.wav,Tyo topic test ma aauxa re.
st_387.wav,Please login to your account.
st_388.wav,Mero phone ko camera damaged xa.
st_389.wav,Let's complete the work today itself.
st_390.wav,Maile chai github repo clone gare.
st_391.wav,Tyo teacher le question bank pathaunu bhayo.
st_392.wav,Please fill the attendance form.
st_393.wav,Mero laptop ko RAM upgrade garnu parxa.
st_394.wav,Tyo app ko interface user friendly xa.
st_395.wav,Maile chai tyo topic revise gare yesterday.
st_396.wav,Let's start practical from today.
st_397.wav,Mero phone repair ma cha ahile.
st_398.wav,Please print the document.
st_399.wav,Tyo diagram explain garna sir le bhaneko.
st_400.wav,Maile chai tyo output verify gare.
st_401.wav,Mero net connection thik cha ajhai.
st_402.wav,Please join the google meet.
st_403.wav,Tyo code execution time lagxa.
st_404.wav,Maile chai tyo project deploy gare.
st_405.wav,Tyo teacher ko lecture record vayo.
st_406.wav,Let's finalize documentation today.
st_407.wav,Mero phone ko mic kam gariraixa.
st_408.wav,Please send the invoice copy.
st_409.wav,Tyo diagram ma label halna bhulecha.
st_410.wav,Maile chai tyo presentation prepare gare.
st_411.wav,Tyo question ko solution easy xa.
st_412.wav,Please finish the notes today.
st_413.wav,Mero assignment due date bholi ho.
st_414.wav,Let's practice viva questions.
st_415.wav,Maile chai tyo mail draft gare.
st_416.wav,Tyo topic aaja padhna parxa.
st_417.wav,Please shutdown your PC properly.
st_418.wav,Mero phone ko cover harayo.
st_419.wav,Tyo teacher le code explain garnu bhayo.
st_420.wav,Maile chai tyo code optimize gare.
st_421.wav,Let's check the github issues.
st_422.wav,Mero presentation kal submit garna parxa.
st_423.wav,Please arrange the chairs properly.
st_424.wav,Tyo file rename garna parxa.
st_425.wav,Maile chai tyo task assign gare.
st_426.wav,Mero internet off vayo bihanai.
st_427.wav,Please restart the system.
st_428.wav,Tyo diagram ko scale milena.
st_429.wav,Maile chai tyo video record gare.
st_430.wav,Tyo teacher le feedback diye ramro cha.
st_431.wav,Let's finish this code today.
st_432.wav,Mero bike ko key khoi bhaneko xu.
st_433.wav,Please join the zoom meeting.
st_434.wav,Tyo code ma syntax error xa re.
st_435.wav,Maile chai tyo file download gare.
st_436.wav,Tyo topic dherai important xa.
st_437.wav,Please mute your mic during call.
st_438.wav,Mero laptop ko fan awaj gariraixa.
st_439.wav,Let's finalize the budget today.
st_440.wav,Maile chai tyo pdf upload gare.
st_441.wav,Tyo question ko answer prepare garnu.
st_442.wav,Please check the file size.
st_443.wav,Mero phone ko display damage vayo.
st_444.wav,Tyo teacher le example diye ramro.
st_445.wav,Maile chai tyo app uninstall gare.
st_446.wav,Let's update the report today.
st_447.wav,Mero assignment file missing xa.
st_448.wav,Please send your roll number.
st_449.wav,Tyo diagram ma color halna parxa.
st_450.wav,Maile chai tyo program run gare.
st_451.wav,Mero internet connection problem xa.
st_452.wav,Please submit your assignment soon.
st_453.wav,Tyo class kal cancel vayo re.
st_454.wav,Maile chai tyo note upload gare drive ma.
st_455.wav,Tyo teacher ko class recording cha.
st_456.wav,Let's start the new module today.
st_457.wav,Mero phone charger khoi bhaneko xu.
st_458.wav,Please mute yourself before entering.
st_459.wav,Tyo diagram ma scale wrong cha.
st_460.wav,Maile chai tyo file rename gare.
st_461.wav,Tyo question ko solution explain gardinu.
st_462.wav,Please check your spam folder.
st_463.wav,Mero presentation marks aayo.
st_464.wav,Let's finish this chapter today.
st_465.wav,Maile chai tyo repo push gare.
st_466.wav,Tyo app update nagareko xu maile.
st_467.wav,Please clean your downloads folder.
st_468.wav,Mero bike service ma cha.
st_469.wav,Tyo teacher le homework pathaunu bhayo.
st_470.wav,Maile chai tyo bug fix gare.
st_471.wav,Let's start project report today.
st_472.wav,Mero phone password change gareko xu.
st_473.wav,Please upload your photo.
st_474.wav,Tyo diagram draw garna alik garo lagyo.
st_475.wav,Maile chai tyo error solve gare finally.
st_476.wav,Mero net recharge garnai parxa aaja.
st_477.wav,Please join the class early tomorrow.
st_478.wav,Tyo teacher le attendance linu bhayo.
st_479.wav,Maile chai tyo topic revise gare kal.
st_480.wav,Tyo question answer garnai parxa.
st_481.wav,Let's plan for tomorrow's presentation.
st_482.wav,Mero laptop ko keyboard kam gariraixa.
st_483.wav,Please delete the duplicate files.
st_484.wav,Tyo app update garna bhule.
st_485.wav,Maile chai tyo diagram banaune try gare.
st_486.wav,Tyo teacher le extra class rakhnu bhayo.
st_487.wav,Please submit your practical file.
st_488.wav,Mero assignment ko plagiarism check garnu parxa.
st_489.wav,Let's finish the presentation today itself.
st_490.wav,Maile chai tyo video upload gare youtube ma.
st_491.wav,Tyo question ko explanation ramro xa.
st_492.wav,Please logout from your gmail.
st_493.wav,Mero phone ko battery fast discharge vairaixa.
st_494.wav,Tyo teacher le topic ramro explain garnu bhayo.
st_495.wav,Maile chai tyo form fill gare already.
st_496.wav,Let's complete coding practice today.
st_497.wav,Mero bike ko brake problem xa.
st_498.wav,Please create new folder for this.
st_499.wav,Tyo diagram check garna sir le bhaneko.
st_500.wav,Maile chai tyo output verify gare finally.